"source_package","record_id","version","transition_from","chapter","artifact_path","artifact_role","planned_change","reported_result","artifact_evidence","change_class","prior_claim","verification_status","severity","source_lines","dependencies","notes"
"L5_cross_version","L5-040","v1.0.23","v1.0.22","document sections","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\results\comp_v23\AUD_REPORT_v23.md","adversarial audit report","Prove v1.0.23 is purely additive and enumerate changed versus byte-identical shared sections","Audit says only three outside files changed and 47 shared sections are byte-identical, but L5 hashing found 51 shared same-name section files: 48 identical and three changed; ch1_appB_codemap.tex is a fourth changed shared artifact outside the audit's stated set","The count contradiction is independently confirmed and the same audit later acknowledges the appB filename correction","documentary-count-contradiction","The audit's changed-file enumeration is exhaustive","확정","Medium","lines 6-12, 34-48","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.22\_sections\ch1_appB_codemap.tex lines 1-157; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\_sections\ch1_appB_codemap.tex lines 1-157; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.22\_sections\ch1_sec08_lag.tex lines 1-144; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\_sections\ch1_sec08_lag.tex lines 1-145; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.22\_sections\ch1v22_bib.tex lines 1-51; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\_sections\ch1v22_bib.tex lines 1-54; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.22\_sections\common_preamble_v1022.tex lines 1-83; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\_sections\common_preamble_v1023.tex lines 1-83; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\_sections\ch1_appE_selfconsistent.tex lines 1-212","Likely stale measurement timing is 추정, not documented. This is not a physics regression."
"L5_cross_version","L5-041","v1.0.23","v1.0.22","final audit","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\results\comp_v23\AUD_REPORT_v23.md","adversarial audit report","Run five reviews, correct defects, and establish final merge readiness","Report records zero critical findings after correction and two major overstatement corrections","Reviewer findings, model labels, build PASS, and self-reported zero defect are claims; L5 did not rerun the scientific tests or reviews","zero-defect-and-final-status","v1.0.23 is independently proven defect-free","미검증","High","lines 34-63","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\results\MERGE_READINESS_v23.md lines 1-52; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\results\HANDOVER_v23.md lines 24-36","Documentary closeout is confirmed; zero-defect status is not."
"L5_cross_version","L5-042","v1.0.10-v1.0.23","snapshot boundary","Phase 001/002","D:\Projects\Project_Anode_Fit\Codex\results\PHASE_002_V1010_V1023_FULL_READ_LEDGER.md","coverage ledger","Read and dispose every in-scope snapshot artifact through v1.0.23","Ledger records 2,286 files with required_undisposed_count=0 and explicitly says science correctness, source truth, structural quality, and document-code claims remain outside Phase 002 closure","Coverage closure is confirmed and must not be promoted into substantive verification","coverage-boundary","Full-read scope PASS proves the scientific and documentary claims","확정","High","lines 1-160","D:\Projects\Project_Anode_Fit\Codex\results\v1010_v1023_read_coverage.json lines 1-52613; D:\Projects\Project_Anode_Fit\Codex\results\v1010_v1023_file_manifest.json lines 1-11454; D:\Projects\Project_Anode_Fit\Codex\results\PHASE_001_LATEST_SNAPSHOT_INTAKE_RESULT.md lines 114-142","Phase 002 is evidence of coverage accounting, not claim truth."
"L5_cross_version","L5-043","v1.0.10-v1.0.19","local comparison","Phase 002","D:\Projects\Project_Anode_Fit\Codex\results\snapshot_local_v1010_v1019_hash_comparison.csv","snapshot-versus-local comparison","Determine whether local v1.0.10-v1.0.19 copies diverge from the snapshot","Comparison has 186 MATCH, 53 DIFF, and 133 LOCAL_ONLY; ledger classifies all text differences as encoding/EOL and reports the two differing v1.0.18.2 PDFs visually equal on all 67 pages at 120 DPI","The accounting and stated visual result are confirmed as Phase 002 evidence; byte-level causes of the two PDF differences remain unresolved","local-comparison","Local copies are byte-identical to snapshot copies","확정","Medium","lines 1-373","D:\Projects\Project_Anode_Fit\Codex\results\PHASE_002_V1010_V1023_FULL_READ_LEDGER.md lines 101-126","Visual page-hash equality does not establish identical PDF internals."
"L5_cross_version","L5-044","v1.0.15-v1.0.23","cross-version navigation","shared indexes","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\INDEX.md","navigation index","Identify the active and frozen versions","Docs index stops at v1.0.22 as active and omits v1.0.23; plans index also calls v1.0.22 active, and still shows v1.0.15 waiting despite its complete ledger","Later ledgers and handovers establish these as stale navigation/status text","stale-text","Shared indexes reflect the final v1.0.23 lineage state","확정","Low","lines 1-175","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\plans\INDEX.md lines 1-50; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\plans\MASTER_ROADMAP_v3.md lines 298-320","Stale indexes are not evidence that v1.0.23 artifacts are absent."
"L5_cross_version","L5-045","v1.0.23","v1.0.22","references","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\results\V1023_REFERENCE_LEDGER.md","version reference ledger","Create or update the v1.0.23 reference ledger","The file retains the V1022 title/content and is byte-identical to V1022_REFERENCE_LEDGER.md in the Phase 002 duplicate map","Exact duplication is confirmed; whether this was intended inheritance or an incomplete v1.0.23 update is unresolved","stale-or-inherited-ledger","The v1.0.23 reference ledger records all v1.0.23 source work","미결","Medium","lines 1-32","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.22\results\V1022_REFERENCE_LEDGER.md lines 1-32; D:\Projects\Project_Anode_Fit\Codex\results\phase002_exact_duplicate_map.csv lines 1-290","Ref.6/7/JCP147 work is instead described in COND_AUDIT and the v1.0.23 plan."
"L5_cross_version","L5-046","v1.0.10-v1.0.19","multiple","model-authored transitions","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\Fable_점검\FABLE_AUDIT_01_history_v3-v1011.md","authorship history","Use combinations of Sonnet, Opus, Codex, and Fable for drafting, review, selection, and finalization","Plans and ledgers document changing model roles, including v1.0.12 Fable re-audit, v1.0.15 Opus master when Fable was unavailable, v1.0.18 Fable best-effort final audit, and v1.0.19 Fable rewrite/finalization","Authorship timing and assigned roles are documentary facts; causation of quality changes is not established","model-authorship-record","A named model caused a documented improvement or regression","근거 미발견","Info","lines 1-72","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\plans\2026-07-02-fable-reaudit-v12-master-plan.md lines 49-68; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\results\process\V1015_EXECUTION_LEDGER.md lines 3, 18; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\results\process\V1018_EXECUTION_LEDGER.md lines 21-25; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\plans\2026-07-08-v1019-ch1-fable-rewrite-plan.md lines 45-49","No causal attribution is made."
"L5_cross_version","L5-047","v1.0.20-v1.0.23","v1.0.19","model-authored transitions","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.20\plans\2026-07-16-v1020-master-plan.md","authorship plans and ledgers","Document model roles in writing, review, source search, and master integration","v1.0.20 uses Opus/Fable review streams with Fable master; v1.0.21 records Fable master-only; v1.0.22 uses Opus 3 plus Fable 1 and low-cost search; v1.0.23 uses Opus master/author, Haiku references, and Fable only for disputed physics","The role transitions are explicit; outcome causation is not","model-authorship-record","Model identity proves the correctness or cause of each transition","근거 미발견","Info","lines 138-149, 184-206","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\plans\2026-07-16-v1021-master-plan.md lines 1-76; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\plans\2026-07-17-v1022-master-plan.md lines 3, 25, 53-64; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\results\V1023_EXECUTION_LEDGER.md lines 3-12","Model name, review count, and consensus remain claims, not quality metrics."
"L5_cross_version","L5-048","v1.0.23","v1.0.22","audit chronology","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\results\comp_v23\AUD_REPORT_v23.md","audit chronology inference","Explain why the audit's changed-file count omits ch1_appB_codemap.tex even though the same report acknowledges its correction","A pre-correction measurement or stale count would reconcile the text, but no timestamped measurement sequence in the allowed evidence proves that ordering","The explanation is plausible only; the count defect itself is independently confirmed in L5-040","staleness-inference","The changed-file count was necessarily captured before the appB correction","추정","Low","lines 6-12, 47-48","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.22\_sections\ch1_appB_codemap.tex lines 1-157; D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\_sections\ch1_appB_codemap.tex lines 1-157","Do not report this timing explanation as 확정."
"M_main","M-001","v1.0.23","v1.0.22","Chapter 3","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py","wt-percent blend constructor","Convert Si mass fraction to capacity fraction while preserving a physically interpretable absolute blend capacity basis.","The documentation and tests report a correct mass-to-capacity conversion and internal capacity conservation.","The conversion for f_Si is algebraically correct, but the constructor then holds native graphite capacity fixed and adds Si. At fixed total blend mass the graphite capacity must scale by (1-m_Si); current absolute Q values are inflated by 1/(1-m_Si), reaching 1.428571 at m_Si=0.30 while normalized shapes are unchanged.","external-normalization-defect","R6-G2/G3 and the chapter's capacity accounting establish physically correct wt-percent blend capacities.","확정","Critical","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:1252-1270,1286-1319 | Claude/docs/v1.0.23/_sections/ch3v22_sec03_blend.tex:78-84 | D:/Projects/Project_Anode_Fit/Codex/work/phase005/ch3_blend_normalization_probe.csv:1-5","R6-G2/G3 test only internal model quantities","The defect cancels in normalized host fractions and therefore evades the existing gates, but it invalidates absolute-capacity comparisons on a fixed total-mass basis."
"M_main","M-002","v1.0.23","v1.0.22","Chapter 3","Claude/docs/v1.0.23/test_gates_v1023.py","blend gates","Validate blend continuity and capacity conservation across the wt-percent sweep.","R6-G2 and R6-G3 are reported PASS.","R6-G2 checks continuity of the same conversion and R6-G3 integrates against Q_gr+Q_Si generated by the same constructor. Neither test compares the result with the external fixed-total-mass identity Q=(1-m)q_gr+m q_Si.","same-model-test-gap","Passing blend gates validate the physical mass basis.","확정","High","Claude/docs/v1.0.23/test_gates_v1023.py:485-564 | D:/Projects/Project_Anode_Fit/Codex/work/phase005/ch3_blend_normalization_probe.csv:1-5","M-001","Add an external mass-basis oracle and report both per-total-electrode-mass and per-graphite-reference normalization explicitly."
"M_main","M-003","v1.0.23","v1.0.19","Chapter 1","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py","C-rate facade and Eyring lag","Convert c_rate [1/h] and Q_cell to current for a lag formula using h and k_B in SI seconds.","The convenience facade states I=c_rate*Q_cell and accepts Q_cell as charge; the chapter notes that consistent units should be used.","The implementation omits conversion from hours to seconds. The same physical 1 Ah cell at 1 A versus 3600 C at 1 A produces a 3600-fold lag difference. A dimensional warning in prose does not define one accepted unit contract.","unit-invariance-defect","The facade is unit-consistent for either C or Ah capacity input.","확정","Critical","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:105-112,678-705 | Claude/docs/v1.0.23/_sections/ch1_sec10_sum.tex:45-70 | D:/Projects/Project_Anode_Fit/Codex/work/phase005/ch1_time_unit_invariance_probe.csv:1-3","func_L_q uses h [J s] and k_B [J/K]","Choose one canonical SI contract or convert c_rate/3600 explicitly; add representation-invariance tests."
"M_main","M-004","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex","ratio lag closure","Restore state dependence in the lag coefficient through a first ratio/Picard correction.","Appendix E presents a physically motivated first-order self-consistent closure with an epsilon validity condition.","State dependence is restored in the forward exponential barrier while the reverse/detailed-balance denominator remains evaluated with the cut affinity. Using the chapter's own local total affinity in both terms changes L by 13.3%, 36.7%, 99.9%, and 271.8% at xi=0 for Omega/RT=2,3,4,5 in the checked case.","incomplete-affinity-closure","The ratio correction is the first-order closure of the stated state-dependent detailed-balance rate.","확정","Critical","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex:29-105 | Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:105-112,146-177 | D:/Projects/Project_Anode_Fit/Codex/work/phase005/ch1_ratio_complete_affinity_probe.csv:1-21","The complete local affinity is defined by the same regular-solution interaction used in the barrier","Re-derive the rate from one thermodynamically consistent forward/reverse pair before retaining the optional correction."
"M_main","M-005","v1.0.23","v1.0.22","Chapter 1","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex","perturbation condition","Supply an epsilon condition and degraded-regime warning for the first correction.","The closeout treats the condition audit and G-E3 as evidence for a controlled first-order improvement.","The epsilon expression is a local plausibility indicator, not an error certificate: G-E3 uses iterations of the same approximate update without an independent converged nonlinear reference, grid-order study, or residual-based bound.","validation-overclaim","The epsilon condition certifies solution accuracy in the stated domain.","미검증","High","Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex:108-173 | Claude/docs/v1.0.23/test_gates_v1023_selfconsistent.py:60-88","L4-023","Rename as a heuristic applicability indicator until an independent nonlinear Volterra solve and convergence study are supplied."
